Order_ID,Customer_ID,Customer_Age,Customer_Gender,City,Area,Restaurant_ID,Restaurant_Name,Cuisine_Type,Order_Date,Order_Time,Delivery_Time_Min,Distance_km,Order_Value,Discount_Applied,Final_Amount,Payment_Mode,Order_Status,Cancellation_Reason,Delivery_Partner_ID,Delivery_Rating,Restaurant_Rating,Order_Day,Peak_Hour,Profit_Margin
ORD015245,CUST7759,20,,Chennai,Central,RES914,Restaurant_274,,01-09-2024,00:00,,32.1,1084,0,,COD,Delivered,None,DP422,4,4.9,Weekday,,-0.13
ORD015246,CUST8344,48,,Mumbai,East,RES905,Restaurant_373,Italian,07-08-2024,00:00,38,4.84,3033,100,2933,Card,Delivered,None,DP982,5,5.4,Weekday,FALSE,0.21
ORD015247,CUST6721,,Other,Delhi,East,RES358,Restaurant_21,Chinese,01-07-2024,00:00,280,6.35,2010,20,1990,Wallet,Delivered,None,DP815,5,5,Weekend,TRUE,0.28
ORD015248,CUST7546,31,,,South,RES488,Restaurant_177,Mexican,7/28/2024,00:00,136,9.98,1194,0,,COD,Delivered,None,DP872,4,4.4,Weekend,,-0.06
ORD015249,CUST8717,35,,,North,RES235,Restaurant_214,Italian,8/28/2024,00:00,50,22.8,,100,,UPI,Delivered,None,DP808,4,3.3,Weekday,,-0.09
ORD015250,CUST7222,,Female,Mumbai,,RES506,Restaurant_345,Mexican,01-06-2024,00:00,,7.54,810,300,510,,Delivered,None,DP950,1,5.4,Weekend,,0.32
ORD015251,CUST1101,,Other,Mumbai,East,RES406,Restaurant_115,Chinese,08-07-2024,00:00,,,3109,300,2809,UPI,Delivered,None,DP617,4,3.3,Weekday,FALSE,0.17
ORD015252,CUST2720,49,,Bangalore,South,RES806,Restaurant_111,Italian,6/20/2024,00:00,,2.06,4009,100,3909,,Delivered,None,DP421,2,3.1,Weekday,,0.16
ORD015253,CUST2795,,Female,Chennai,,RES228,Restaurant_430,,3/30/2024,00:00,,,,300,,Card,Delivered,None,DP217,4,4.2,Weekend,FALSE,0.03
ORD015254,CUST9722,,Male,Mumbai,,RES699,Restaurant_251,Indian,07-04-2024,00:00,,,1168,,,COD,Delivered,None,DP805,,4.6,Weekday,,0.13
ORD015255,CUST6410,,,,,RES466,Restaurant_33,,04-01-2024,00:00,130,8.43,2745,,,UPI,Delivered,None,DP951,3,3.3,Weekday,TRUE,0.45
ORD015256,CUST4085,,Other,Delhi,Central,RES353,Restaurant_495,,5/23/2024,00:00,,32.84,2890,,,Card,Delivered,None,DP398,4,4,Weekday,,0.11
ORD015257,CUST7738,56,Female,Bangalore,,RES962,Restaurant_366,Indian,03-01-2024,00:00,,2.76,1107,,,COD,Delivered,None,DP634,5,3.3,Weekday,,0.28
ORD015258,CUST6148,30,Female,Chennai,North,RES369,Restaurant_268,Italian,9/14/2024,00:00,,9.36,,50,,UPI,Delivered,None,DP340,2,5.1,Weekend,TRUE,0.39
ORD015259,CUST8002,,Other,Mumbai,West,RES998,Restaurant_283,Italian,5/17/2024,00:00,151,7.88,,50,,COD,Delivered,None,DP346,,3.8,Weekday,TRUE,-0.05
ORD015260,CUST2009,59,Other,Bangalore,North,RES368,Restaurant_129,Chinese,3/24/2024,00:00,262,5.65,,,,Wallet,Delivered,None,DP930,5,3.5,Weekend,,-0.14
ORD015261,CUST1066,49,Male,Bangalore,South,RES898,Restaurant_376,Italian,7/30/2024,00:00,,5.2,,100,,Card,Delivered,None,DP635,1,4.8,Weekday,TRUE,-0.09
ORD015262,CUST7975,,Other,Bangalore,Central,RES276,Restaurant_454,Chinese,2/29/2024,00:00,21,,542,0,,,Delivered,None,DP854,3,4.1,Weekday,TRUE,0.44
ORD015263,CUST8818,,Male,Delhi,North,RES516,Restaurant_85,Chinese,9/27/2024,00:00,184,,,100,,,Cancelled,Late Delivery,DP332,4,3.6,Weekday,,-0.08
ORD015264,CUST2686,33,Other,Bangalore,East,RES722,Restaurant_465,,10/25/2024,00:00,219,,3314,100,3214,,Delivered,None,DP939,,4.3,Weekday,,0.44
ORD015265,CUST8896,19,Male,Hyderabad,North,RES472,Restaurant_196,Italian,1/14/2024,00:00,,,852,300,552,COD,Delivered,None,DP235,3,4.8,Weekend,FALSE,-0.05
ORD015266,CUST5754,39,,,South,RES732,Restaurant_45,Mexican,8/15/2024,00:00,,7.85,3903,,,Wallet,Delivered,None,DP993,5,5.5,Weekday,FALSE,0.33
ORD015267,CUST6321,,Other,Chennai,,RES478,Restaurant_34,Indian,9/14/2024,00:00,39,4.57,,300,,COD,Delivered,None,DP658,4,3.1,Weekend,FALSE,0.31
ORD015268,CUST9412,25,Male,Chennai,Central,RES660,Restaurant_466,Chinese,5/16/2024,00:00,28,,,20,,Card,Delivered,None,DP151,1,4.1,Weekday,TRUE,0.09
ORD015269,CUST2612,19,,Bangalore,,RES618,Restaurant_98,Chinese,7/19/2024,00:00,68,16.51,,0,,Card,Delivered,None,DP166,3,4.3,Weekday,FALSE,0.36
ORD015270,CUST2939,31,,Hyderabad,South,RES141,Restaurant_47,Chinese,4/26/2024,00:00,39,,,20,,Wallet,Delivered,None,DP553,3,4.8,Weekday,,0.09
ORD015271,CUST6691,,Other,Delhi,East,RES280,Restaurant_384,Mexican,12/21/2024,00:00,65,,3677,50,3627,UPI,Delivered,None,DP770,3,4.6,Weekend,TRUE,0.28
ORD015272,CUST3299,,Female,Chennai,Central,RES329,Restaurant_454,Chinese,10-05-2024,00:00,153,37.47,629,100,529,UPI,Delivered,None,DP915,3,3.1,Weekend,TRUE,-0.04
ORD015273,CUST9402,,Female,Mumbai,South,RES345,Restaurant_194,Mexican,2/25/2024,00:00,34,6.65,,300,,,Delivered,None,DP947,3,4.6,Weekend,FALSE,0.08
ORD015274,CUST4490,,Male,Mumbai,East,RES516,Restaurant_456,Chinese,9/29/2024,00:00,70,,700,,,Wallet,Delivered,None,DP985,4,5.2,Weekend,TRUE,-0.19
ORD015275,CUST8317,,Other,Mumbai,West,RES956,Restaurant_356,Mexican,3/15/2024,00:00,,26.16,,20,,Card,Delivered,None,DP901,5,5.5,Weekday,TRUE,0.36
ORD015276,CUST1782,,,Bangalore,West,RES124,Restaurant_214,Italian,09-09-2024,00:00,24,,2380,,,,Delivered,None,DP734,5,3.4,Weekday,,0.18
ORD015277,CUST7456,,Male,Chennai,South,RES783,Restaurant_358,Chinese,5/21/2024,00:00,193,29.81,2524,,,UPI,Delivered,None,DP944,,4.9,Weekday,,0.4
ORD015278,CUST3469,,,Mumbai,South,RES686,Restaurant_109,,11-03-2024,00:00,212,20.15,739,0,,,Delivered,None,DP263,4,4.4,Weekend,TRUE,0.31
ORD015279,CUST1573,,Other,Chennai,East,RES695,Restaurant_192,Italian,1/27/2024,00:00,33,23.73,4102,20,4082,COD,Delivered,None,DP217,2,4.8,Weekend,TRUE,0.19
ORD015280,CUST7225,,Other,Chennai,Central,RES727,Restaurant_177,Italian,02-01-2024,00:00,70,39.49,,300,,Card,Delivered,None,DP174,1,3.4,Weekday,TRUE,0.05
ORD015281,CUST3329,,Other,,East,RES201,Restaurant_132,Chinese,08-05-2024,00:00,193,7.51,4902,,,,Delivered,None,DP605,3,4.3,Weekday,FALSE,0.23
ORD015282,CUST3062,,Female,,North,RES101,Restaurant_4,Indian,10-09-2024,00:00,47,,4710,,,Wallet,Delivered,None,DP395,,3.7,Weekday,FALSE,0.26
ORD015283,CUST9790,35,Female,,South,RES296,Restaurant_127,Indian,2/13/2024,00:00,,16.89,604,100,504,UPI,Delivered,None,DP503,5,3.3,Weekday,,-0.15
ORD015284,CUST2620,,Other,Delhi,South,RES383,Restaurant_256,Arabian,9/30/2024,00:00,,22.68,,,,COD,Delivered,None,DP284,5,4.8,Weekday,FALSE,0.23
ORD015285,CUST9637,55,Female,Bangalore,South,RES871,Restaurant_446,Italian,7/31/2024,00:00,,4.34,4222,300,3922,COD,Cancelled,Late Delivery,DP827,4,4.9,Weekday,FALSE,-0.05
ORD015286,CUST3692,45,Male,Chennai,West,RES236,Restaurant_253,,8/17/2024,00:00,,23.08,1180,,,,Cancelled,Late Delivery,DP896,4,4,Weekend,,-0.09
ORD015287,CUST5317,,Female,Mumbai,Central,RES227,Restaurant_359,Arabian,12/26/2024,00:00,,2.3,2991,20,2971,Card,Delivered,None,DP469,4,3.4,Weekday,,0.27
ORD015288,CUST5343,,,Mumbai,West,RES344,Restaurant_241,Mexican,6/29/2024,00:00,,,,100,,Wallet,Cancelled,Restaurant Issue,DP907,3,3.2,Weekend,TRUE,0.49
ORD015289,CUST5583,45,Female,,East,RES846,Restaurant_128,Chinese,02-05-2024,00:00,,4.59,,100,,COD,Delivered,None,DP633,,4.6,Weekday,TRUE,-0.06
ORD015290,CUST9938,,Female,Bangalore,South,RES306,Restaurant_341,Arabian,8/29/2024,00:00,36,21.51,,300,,UPI,Delivered,None,DP629,,4.3,Weekday,TRUE,0.19
ORD015291,CUST6182,,,Delhi,South,RES366,Restaurant_206,Chinese,7/24/2024,00:00,182,,962,,,Card,Delivered,None,DP506,3,3,Weekday,TRUE,0.07
ORD015292,CUST9219,47,Female,Bangalore,North,RES974,Restaurant_310,Arabian,03-06-2024,,,26.24,530,300,230,Wallet,Delivered,None,DP631,,3.5,Weekday,FALSE,0.28
ORD015293,CUST5344,,Other,Delhi,West,RES539,Restaurant_482,Italian,01-04-2024,00:00,121,5.18,,100,,UPI,Delivered,None,DP574,,4.8,Weekday,FALSE,0.43
ORD015294,CUST7385,31,Male,,West,RES831,Restaurant_218,Arabian,10/13/2024,00:00,,,,0,,,Delivered,None,DP749,5,4.8,Weekend,TRUE,0.5
ORD015295,CUST4960,,,Bangalore,North,RES722,Restaurant_32,Italian,12-02-2024,00:00,,,,300,,Wallet,Delivered,None,DP334,1,4.9,Weekday,FALSE,0.1
ORD015296,CUST3271,,,Bangalore,,RES365,Restaurant_261,Indian,06-12-2024,00:00,,,3461,0,,Card,Delivered,None,DP188,5,4.8,Weekday,,0.41
ORD015297,CUST5616,31,Male,Chennai,East,RES686,Restaurant_346,Chinese,11-03-2024,00:00,42,1.76,,50,,Card,Cancelled,,DP722,2,5.1,Weekend,TRUE,-0.08
ORD015298,CUST8805,,Female,Mumbai,South,RES689,Restaurant_174,Italian,07-12-2024,00:00,151,33.68,2673,0,,,Cancelled,Late Delivery,DP320,3,5,Weekday,TRUE,0.39
ORD015299,CUST1376,,Male,Hyderabad,South,RES936,Restaurant_435,Indian,08-05-2024,00:00,,,744,300,444,,Delivered,None,DP977,,3.1,Weekday,FALSE,0.43
ORD015300,CUST5329,57,Male,Chennai,East,RES133,Restaurant_96,Chinese,7/23/2024,00:00,263,4.77,,300,,,Delivered,None,DP849,3,4.4,Weekday,FALSE,0.24
ORD015301,CUST6008,35,Male,Delhi,South,RES207,Restaurant_480,Indian,10/17/2024,00:00,252,26.27,754,300,454,,Delivered,None,DP566,5,4.7,Weekday,TRUE,0.04
ORD015302,CUST7285,,Female,Hyderabad,West,RES404,Restaurant_321,Indian,4/18/2024,00:00,,7.28,1048,300,748,Card,Delivered,None,DP410,2,3.1,Weekday,FALSE,0.12
ORD015303,CUST9959,37,Female,Bangalore,,RES531,Restaurant_297,Arabian,2/29/2024,00:00,240,2.37,3242,100,3142,UPI,Delivered,None,DP185,5,4.1,Weekday,FALSE,0.39
ORD015304,CUST7844,56,Other,Chennai,South,RES170,Restaurant_204,Indian,10-10-2024,00:00,189,7.03,4141,20,4121,,Cancelled,Customer Cancelled,DP595,2,4.9,Weekday,,0
ORD015305,CUST5875,53,Other,Chennai,South,RES530,Restaurant_104,Chinese,09-02-2024,00:00,,39.1,3180,20,3160,UPI,Cancelled,Customer Cancelled,DP311,1,5.4,Weekday,TRUE,-0.15
ORD015306,CUST2167,,Female,Chennai,East,RES212,Restaurant_407,Arabian,05-06-2024,00:00,296,,,50,,UPI,Delivered,None,DP309,5,5.4,Weekday,,-0.19
ORD015307,CUST1100,,Male,Chennai,Central,RES722,Restaurant_252,,11/30/2024,00:00,127,5.21,2410,,,COD,Delivered,None,DP660,4,3.5,Weekend,,0.37
ORD015308,CUST2407,28,Female,Chennai,South,RES471,Restaurant_465,Italian,10-03-2024,00:00,66,18.87,377,,,,Cancelled,Late Delivery,DP892,,5.5,Weekday,,0.34
ORD015309,CUST5095,22,Other,Bangalore,Central,RES579,Restaurant_85,Chinese,02-03-2024,00:00,39,,,100,,,Delivered,None,DP850,2,4.6,Weekend,,0.08
ORD015310,CUST7774,,Female,Mumbai,Central,RES774,Restaurant_455,Mexican,04-01-2024,00:00,198,4.39,,300,,,Cancelled,Customer Cancelled,DP497,2,4.3,Weekday,TRUE,-0.18
ORD015311,CUST1986,,Other,Hyderabad,West,RES701,Restaurant_384,Arabian,6/15/2024,00:00,298,5.18,4614,100,4514,Card,Delivered,None,DP431,,5.1,Weekend,FALSE,-0.05
ORD015312,CUST1205,51,Female,Hyderabad,East,RES945,Restaurant_299,Arabian,1/24/2024,00:00,,,293,300,-7,Wallet,Delivered,None,DP250,5,5.4,Weekday,,0.12
ORD015313,CUST7679,,Male,Mumbai,Central,RES917,Restaurant_157,Arabian,08-01-2024,00:00,247,1.73,4866,50,4816,COD,Delivered,None,DP242,5,3.9,Weekday,TRUE,0.34
ORD015314,CUST8407,46,Male,Bangalore,South,RES570,Restaurant_27,Arabian,6/28/2024,00:00,293,,4068,,,UPI,Delivered,None,DP345,1,4.5,Weekday,,-0.18
ORD015315,CUST7189,,,Chennai,,RES997,Restaurant_97,Italian,2/28/2024,00:00,287,20.44,869,20,849,Wallet,Delivered,None,DP793,4,3.9,Weekday,,-0.03
ORD015316,CUST5319,48,Male,Hyderabad,,RES285,Restaurant_193,Indian,10/28/2024,00:00,,,3533,100,3433,Wallet,Delivered,None,DP527,3,3.1,Weekday,FALSE,0.05
ORD015317,CUST7851,,Male,Hyderabad,Central,RES331,Restaurant_450,Chinese,07-04-2024,00:00,196,20.39,,300,,Card,Delivered,None,DP775,3,3.9,Weekday,TRUE,0.38
ORD015318,CUST4741,,Other,Chennai,Central,RES743,Restaurant_222,,09-08-2024,00:00,,,4347,20,4327,UPI,Delivered,None,DP504,4,5.2,Weekend,,-0.15
ORD015319,CUST5729,21,Other,Bangalore,West,RES145,Restaurant_199,Chinese,04-11-2024,00:00,151,9.61,1176,0,,UPI,Delivered,None,DP722,1,3.2,Weekday,,0.41
ORD015320,CUST7530,,Male,Hyderabad,East,RES312,Restaurant_213,Chinese,4/27/2024,00:00,,1.87,3227,20,3207,COD,Delivered,None,DP558,,4.3,Weekend,TRUE,0.03
ORD015321,CUST6553,41,Male,Bangalore,Central,RES939,Restaurant_227,Mexican,10/21/2024,00:00,128,,,300,,UPI,Delivered,None,DP761,,3.4,Weekday,FALSE,0.23
ORD015322,CUST9655,,,,West,RES266,Restaurant_298,Italian,6/27/2024,00:00,26,,,0,,UPI,Cancelled,Restaurant Issue,DP487,1,4.6,Weekday,FALSE,0.08
ORD015323,CUST8321,54,Female,Mumbai,Central,RES507,Restaurant_125,Italian,10/18/2024,00:00,44,23.47,,20,,Wallet,Cancelled,Customer Cancelled,DP927,3,3.7,Weekday,TRUE,0.05
ORD015324,CUST8867,,Male,,East,RES498,Restaurant_139,Chinese,3/31/2024,00:00,,7.33,4199,,,,Delivered,None,DP826,4,4.4,Weekend,,0.21
ORD015325,CUST3733,39,Male,,Central,RES324,Restaurant_67,,4/29/2024,00:00,,2.02,4845,,,UPI,Delivered,None,DP846,3,3.1,Weekday,TRUE,0.45
ORD015326,CUST3940,,,Mumbai,West,RES558,Restaurant_111,Italian,03-06-2024,00:00,156,23.18,,100,,COD,Delivered,None,DP176,5,5.3,Weekday,,0.28
ORD015327,CUST4876,20,Other,Hyderabad,Central,RES459,Restaurant_466,Indian,4/16/2024,00:00,219,30.49,,50,,Card,Delivered,None,DP940,1,3.7,Weekday,FALSE,0.41
ORD015328,CUST9729,18,Other,Mumbai,,RES998,Restaurant_318,Italian,01-12-2024,00:00,46,4.85,,100,,COD,Cancelled,,DP648,4,4.6,Weekday,,-0.1
ORD015329,CUST5434,,,Bangalore,North,RES379,Restaurant_39,Italian,10-07-2024,00:00,,18.73,,100,,Card,Delivered,None,DP749,1,3.3,Weekday,FALSE,0.18
ORD015330,CUST3695,,,Delhi,East,RES153,Restaurant_180,,8/29/2024,00:00,,24.16,,20,,COD,Delivered,None,DP334,3,4.3,Weekday,TRUE,0.48
ORD015331,CUST3479,27,,Bangalore,North,RES612,Restaurant_232,Chinese,12/30/2024,00:00,,36.14,301,,,COD,Delivered,None,DP874,5,5,Weekday,FALSE,0.01
ORD015332,CUST2352,,Male,Bangalore,,RES552,Restaurant_73,,5/28/2024,00:00,,34.12,,100,,,Delivered,None,DP577,4,4.1,Weekday,FALSE,0.05
ORD015333,CUST9698,,Female,,East,RES425,Restaurant_107,Arabian,01-05-2024,00:00,240,26.42,902,300,602,,Delivered,None,DP873,4,4.9,Weekday,FALSE,-0.16
ORD015334,CUST9138,39,Female,,North,RES997,Restaurant_118,Mexican,6/30/2024,00:00,276,,1138,,,,Delivered,None,DP986,1,3.3,Weekend,FALSE,0.39
ORD015335,CUST4319,35,Male,Mumbai,West,RES587,Restaurant_236,Italian,4/18/2024,00:00,,36.33,1151,100,1051,Wallet,Delivered,None,DP397,1,4.3,Weekday,,0.15
ORD015336,CUST9641,,Female,Hyderabad,North,RES883,Restaurant_153,Italian,08-11-2024,00:00,53,,679,100,579,UPI,Delivered,None,DP304,2,5.2,Weekend,FALSE,0.36
ORD015337,CUST3890,,Other,Hyderabad,West,RES801,Restaurant_390,Indian,02-08-2024,00:00,45,,4540,,,Wallet,Delivered,None,DP532,5,4.1,Weekday,,0.34
ORD015338,CUST6454,,Male,,West,RES345,Restaurant_274,Indian,05-05-2024,00:00,39,22.17,,20,,COD,Delivered,None,DP276,2,4.4,Weekend,TRUE,0.25
ORD015339,CUST7448,,Female,Chennai,West,RES771,Restaurant_215,Chinese,4/19/2024,00:00,,3.05,280,0,,Wallet,Delivered,None,DP728,1,4.5,Weekday,FALSE,0.18
ORD015340,CUST6602,48,Other,,East,RES413,Restaurant_258,,6/25/2024,00:00,201,,4398,0,,Card,Delivered,None,DP780,3,5.2,Weekday,FALSE,0.28
ORD015341,CUST9697,34,,Chennai,South,RES949,Restaurant_414,Mexican,9/27/2024,00:00,31,28.88,,50,,UPI,Delivered,None,DP441,2,4.6,Weekday,FALSE,-0.17
ORD015342,CUST6357,26,Female,Hyderabad,North,RES946,Restaurant_65,Italian,10/15/2024,00:00,39,6.2,3664,20,3644,,Delivered,None,DP167,4,4,Weekday,,0.32
ORD015343,CUST2289,43,Other,Chennai,Central,RES335,Restaurant_324,Arabian,4/26/2024,00:00,122,,3693,50,3643,UPI,Cancelled,Late Delivery,DP591,2,4.2,Weekday,,0.48
ORD015344,CUST4315,23,Other,,,RES850,Restaurant_457,Mexican,8/28/2024,00:00,,,440,300,140,UPI,Delivered,None,DP278,2,4.3,Weekday,,0.18
ORD015345,CUST6763,,Other,Hyderabad,South,RES254,Restaurant_132,,09-02-2024,00:00,23,8.05,2975,100,2875,,Delivered,None,DP595,5,3.2,Weekday,TRUE,0.39
ORD015346,CUST4504,50,Female,Chennai,Central,RES666,Restaurant_487,Italian,7/31/2024,00:00,,19.61,557,100,457,Card,Delivered,None,DP529,4,4.9,Weekday,,0.39
ORD015347,CUST4142,,,Delhi,West,RES369,Restaurant_341,Arabian,10/17/2024,00:00,232,,477,,,Card,Delivered,None,DP672,3,3.2,Weekday,,0.3
ORD015348,CUST3663,58,Other,Chennai,West,RES840,Restaurant_38,Arabian,2/18/2024,00:00,233,7.5,406,50,356,COD,Delivered,None,DP389,1,4.5,Weekend,TRUE,0.07
ORD015349,CUST8727,,Female,,Central,RES163,Restaurant_128,Indian,11-01-2024,00:00,279,9.86,,20,,UPI,Cancelled,Restaurant Issue,DP129,1,3,Weekday,,0.33
ORD015350,CUST9235,,,Delhi,North,RES619,Restaurant_169,,02-01-2024,00:00,249,34.64,4431,50,4381,Card,Delivered,None,DP455,1,3.8,Weekday,FALSE,0.33
ORD015351,CUST2910,,Male,Delhi,West,RES795,Restaurant_491,Chinese,07-11-2024,00:00,,18.44,,50,,Wallet,Delivered,None,DP591,2,3.6,Weekday,FALSE,0.32
ORD015352,CUST1248,38,Other,Chennai,East,RES147,Restaurant_382,Chinese,8/28/2024,00:00,263,1.95,,300,,Wallet,Delivered,None,DP681,,3.2,Weekday,TRUE,0.26
ORD015353,CUST9518,,Female,Chennai,West,RES359,Restaurant_192,Arabian,4/30/2024,00:00,,5.03,4257,100,4157,Card,Cancelled,None,DP855,5,5.5,Weekday,TRUE,0.22
ORD015354,CUST7596,36,,Delhi,North,RES345,Restaurant_143,Italian,11/22/2024,00:00,277,9.6,,100,,Card,Delivered,None,DP427,5,5.3,Weekday,,0.42
ORD015355,CUST2715,48,,Delhi,South,RES506,Restaurant_200,,11-02-2024,00:00,,31.22,889,,,Card,Delivered,None,DP675,5,4.2,Weekend,TRUE,0.47
ORD015356,CUST8622,,Female,Hyderabad,South,RES607,Restaurant_412,Mexican,9/15/2024,00:00,157,29.51,1141,100,1041,UPI,Delivered,None,DP480,5,5.5,Weekend,FALSE,0.4
ORD015357,CUST8609,,Other,Bangalore,West,RES411,Restaurant_256,Arabian,2/21/2024,00:00,,,355,20,335,UPI,Delivered,None,DP460,4,4.6,Weekday,FALSE,0.45
ORD015358,CUST4981,,Male,,South,RES741,Restaurant_202,Chinese,12/15/2024,00:00,,1.34,939,0,,Card,Delivered,None,DP648,5,3.7,Weekend,TRUE,0.39
ORD015359,CUST4115,,Other,Delhi,West,RES137,Restaurant_469,Chinese,12/30/2024,00:00,,6.47,,20,,UPI,Cancelled,Late Delivery,DP225,4,5,Weekday,,-0.14
ORD015360,CUST2192,23,Male,Bangalore,East,RES508,Restaurant_280,Chinese,10-12-2024,00:00,20,5.54,216,50,166,Wallet,Delivered,None,DP935,,5,Weekend,TRUE,0.12
ORD015361,CUST6243,23,Male,Chennai,South,RES135,Restaurant_81,,1/23/2024,00:00,67,19.25,,0,,,Delivered,None,DP232,1,3.7,Weekday,,0.22
ORD015362,CUST9398,,Other,Chennai,Central,RES502,Restaurant_470,Arabian,10-06-2024,00:00,122,,4365,50,4315,UPI,Delivered,None,DP843,2,3.9,Weekend,,0.34
ORD015363,CUST8244,,Male,Mumbai,Central,RES263,Restaurant_225,Arabian,12-02-2024,00:00,272,,620,50,570,UPI,Delivered,None,DP321,,4.6,Weekday,FALSE,-0.19
ORD015364,CUST4231,26,,Bangalore,,RES326,Restaurant_105,Chinese,7/14/2024,00:00,234,39.05,2677,100,2577,,Delivered,None,DP424,,3.5,Weekend,,0.16
ORD015365,CUST6727,,Male,,East,RES899,Restaurant_211,Italian,11/21/2024,00:00,284,5.65,,,,COD,Delivered,None,DP460,2,3.8,Weekday,FALSE,0.32
ORD015366,CUST1632,58,Other,Hyderabad,South,RES612,Restaurant_302,,1/27/2024,00:00,162,,672,100,572,Card,Delivered,None,DP559,4,3.2,Weekend,FALSE,0.13
ORD015367,CUST6524,,Female,Delhi,West,RES138,Restaurant_202,Indian,09-06-2024,00:00,,1.71,472,50,422,UPI,Delivered,None,DP770,3,5,Weekday,,0.1
ORD015368,CUST8712,40,Female,Delhi,West,RES385,Restaurant_323,Arabian,01-03-2024,00:00,,24.41,4406,300,4106,UPI,Delivered,None,DP784,2,4,Weekday,TRUE,0.29
ORD015369,CUST1187,25,Other,Mumbai,West,RES145,Restaurant_365,Chinese,10/13/2024,00:00,,4.58,957,300,657,UPI,Cancelled,Customer Cancelled,DP939,2,4.4,Weekend,TRUE,0.21
ORD015370,CUST6355,59,,,North,RES385,Restaurant_325,Chinese,11/16/2024,00:00,,,849,100,749,Wallet,Delivered,None,DP176,3,5.4,Weekend,TRUE,-0.15
ORD015371,CUST5794,44,Female,Delhi,West,RES920,Restaurant_306,Italian,06-09-2024,00:00,36,,323,50,273,,Delivered,None,DP136,2,5.5,Weekend,,0.48
ORD015372,CUST9650,,Male,Bangalore,,RES631,Restaurant_410,Arabian,09-08-2024,00:00,123,,4875,300,4575,UPI,Delivered,None,DP174,3,3.4,Weekend,TRUE,-0.04
ORD015373,CUST2147,,,Delhi,Central,RES323,Restaurant_208,Arabian,06-12-2024,00:00,,39.37,4907,100,4807,COD,Cancelled,Late Delivery,DP131,3,4.8,Weekday,,0.31
ORD015374,CUST8614,28,Female,Bangalore,North,RES572,Restaurant_333,Chinese,1/15/2024,00:00,32,5.6,3291,,,,Delivered,None,DP623,5,5,Weekday,,0.17
ORD015375,CUST7789,,Male,Delhi,South,RES471,Restaurant_380,Mexican,3/26/2024,00:00,56,,4868,300,4568,UPI,Delivered,None,DP519,3,3.1,Weekday,,0.03
ORD015376,CUST1398,18,Other,Mumbai,,RES711,Restaurant_153,,03-04-2024,00:00,288,3.48,1106,300,806,,Delivered,None,DP865,3,4.6,Weekday,FALSE,-0.2
ORD015377,CUST1657,,Female,Hyderabad,Central,RES310,Restaurant_437,Indian,12-05-2024,00:00,41,,2850,100,2750,Card,Delivered,None,DP120,2,4,Weekday,,0.14
ORD015378,CUST9966,28,Male,Bangalore,West,RES282,Restaurant_314,Chinese,8/19/2024,00:00,21,,,,,Wallet,Delivered,None,DP709,1,3.3,Weekday,FALSE,-0.1
ORD015379,CUST7902,22,,Mumbai,Central,RES161,Restaurant_226,,03-10-2024,00:00,133,34.72,,0,,UPI,Delivered,None,DP442,1,3.2,Weekend,FALSE,0.09
ORD015380,CUST5783,,Female,Mumbai,,RES612,Restaurant_82,Arabian,09-03-2024,00:00,69,,315,300,15,Wallet,Delivered,None,DP816,2,4.3,Weekday,FALSE,0.3
ORD015381,CUST9197,38,Male,Bangalore,Central,RES571,Restaurant_381,Indian,10/31/2024,00:00,63,31.06,2959,0,,COD,Cancelled,Restaurant Issue,DP904,4,3.6,Weekday,FALSE,0.23
ORD015382,CUST5579,23,Male,Mumbai,,RES563,Restaurant_368,Chinese,09-10-2024,00:00,49,4.31,2737,50,2687,Card,Delivered,None,DP768,3,3.4,Weekday,TRUE,0.45
ORD015383,CUST1382,58,,,North,RES590,Restaurant_457,Chinese,07-09-2024,,41,5.88,,0,,Card,Cancelled,None,DP745,,3.9,Weekday,,0.29
ORD015384,CUST4188,27,Male,,,RES846,Restaurant_434,Mexican,4/26/2024,00:00,,8.03,,0,,,Delivered,None,DP676,3,5,Weekday,TRUE,0.02
ORD015385,CUST3472,,Male,,West,RES727,Restaurant_478,Italian,07-04-2024,00:00,239,16.85,,0,,COD,Delivered,None,DP863,4,4,Weekday,TRUE,0.01
ORD015386,CUST2752,,,Bangalore,,RES972,Restaurant_253,Indian,9/24/2024,00:00,46,,2602,50,2552,COD,Delivered,None,DP152,4,5.3,Weekday,,0.39
ORD015387,CUST9141,,Other,Hyderabad,North,RES103,Restaurant_450,Italian,4/16/2024,00:00,31,8.76,4136,0,,,Delivered,None,DP939,3,4.6,Weekday,TRUE,0.25
ORD015388,CUST3225,31,Other,Chennai,North,RES159,Restaurant_181,Arabian,4/13/2024,00:00,,4.44,2940,,,,Delivered,None,DP744,,3.8,Weekend,FALSE,0.36
ORD015389,CUST4760,,Male,,West,RES414,Restaurant_491,Chinese,10/21/2024,00:00,246,28.29,801,20,781,UPI,Delivered,None,DP972,4,4.2,Weekday,,0.19
ORD015390,CUST1229,57,Other,Bangalore,North,RES928,Restaurant_141,Italian,4/19/2024,00:00,38,,,300,,Card,Cancelled,Customer Cancelled,DP437,3,5.4,Weekday,FALSE,-0.11
ORD015391,CUST5312,,,Hyderabad,,RES656,Restaurant_281,Arabian,07-04-2024,00:00,,29.47,3610,0,,UPI,Delivered,None,DP343,3,3.7,Weekday,TRUE,0.38
